Topic,Count,Name,Representation,Representative_Docs
241,16,1|漫画|原田知世|佐木|民王,"['漫画', '原田知世', '佐木', '民王', '步履', '王学园', '甘城', '梦色卡', '半泽', '直树']","['民王热血搞笑又深刻的政坛喜剧半泽直树作者又','食戟之灵漫画第178话剧情内容和腹黑学姐大战','漫画伤痕小酒馆决定制作真人剧原田知世']"
242,16,2|家长们|同学们|孩子们|开学,"['家长们', '同学们', '孩子们', '开学', '陪同', '好评', '暑假', '家长', '耳际', '翘首以盼']","['家长们陪同孩子一起观看好家风,好家教的视频.','这是一堂家长课.新学期开学之际,国际学校的家长们为?','自习课上,传入耳际的只是奋笔疾书的声音,下课后,同学们讨论问题的']"
243,16,3|亚湾|旅馆|酒店|6阿戈斯托利港,"['亚湾', '旅馆', '酒店', '6阿戈斯托利港', '考拉', '聂门', '阿塔卡玛', '胡安', '阿姆斯特', '阿吉拉']","['约金聂门马克凯鲁旅馆jokiniemenmatkailu','阿姆斯特丹的酒店阿姆斯特丹南区老城奥利斯住宿加早餐旅馆','寂静之声乌拉亚湾阿塔卡玛黑岛圣地亚哥瓦尔帕莱索比尼亚']"
244,16,4|插画|原画|动漫|原创,"['插画', '原画', '动漫', '原创', '嘻哈', '少女', '二次元', '头像', '钟风华', '发包']","['电影乘风破浪海报其他插画插画望川鸟原创','妖神记立绘插画游戏原画逆鳞美术原创作品','甲铁城的卡巴内瑞无名插画插画习作零加贰原创']"
245,16,5|海报|设计|招募|绚丽微,"['海报', '设计', '招募', '绚丽微', '五相', '庆海', '福生', '黄海款', '软文', '模板']","['时尚贷款海报设计','科技互联网海报设计背景图','海报设计专题冬至海报合集']"
246,15,6|招聘|单位|事业|人员,"['招聘', '单位', '事业', '人员', '汇总表', '公开', '师范', '岗位', '衢州市', '试疫情']","['2021年度事业单位招聘试疫情防控告知书','2013年衢州市衢江区人社局第二期事业单位招聘报名委托书','附件1.省属事业单位公开招聘工作人员岗位汇总表2.']"
247,15,7|职场|领导|提拔|辞职,"['职场', '领导', '提拔', '辞职', '潜规则', '干事业', 'b换', '长说', '跟店', '调岗']","['领导特别讨厌员工做这3类事却有人天天在做难怪提拔无望','揭秘职场潜规则别这样被迫离职,还自认为不称职.全是','职场上有这3个特征的人最容易被提拔成领导这就是现实']"
248,15,8|视频|优酷|微博|播单,"['视频', '优酷', '微博', '播单', '娱乐', '哥tvt', '咪咕', '透饭', 'into', '八卦报']","['娱乐影像力娱情舆理的微博视频','流行歌曲播单优酷视频','达可作品播单优酷视频']"
249,15,9|博客|博恒|日志|日常,"['博客', '博恒', '日志', '日常', '日记', 'plog', '啄米', '和讯', '东东', '事物藏']","['博恒博恒的和讯博客','电子工厂工作总结电烙铁篇r1的日志网易博客','超酷的卫星拍摄东东的日志网易博客']"
250,15,0|填报|考入|志愿|录取,"['填报', '考入', '志愿', '录取', '高考', '大学', '跑腿', '事业编', 'b君', '一知半解']","['考生在填报志愿的时候,在网络上查找了很多高校冷门专业,历年来断档','录取分数可以说明问题,每年比其他大公司高几十分之一,高考志愿填报','今年是广东首年实施新高考改革,很多同学对于新高考志愿填报一知半解']"
251,15,1|人名|检车员|代领|方艳军,"['人名', '检车员', '代领', '方艳军', '秦礼', '韩辛', '口是心非', '蒋勋', '名叶', '李欣']","['花间集深刻影响了人名,人名,人名,人名,蒋勋,人名','瑜伽,健身,人名,哑铃,人名,杠铃,李欣','段奖励检车员检车员方艳军,人名,人名,人名']"
252,15,2|出生于|祖籍|吉林省|父亲,"['出生于', '祖籍', '吉林省', '父亲', '辽宁', '抗清', '张本', '裴矩', '两界', '迁居']","['权迎东1976年出生于吉林通化,定居北..','出生于马来西亚的槟城,父亲为当地华侨,亦曾任香港太平绅士.','人名出生于北京,后来随父亲迁居江西,10岁时始回故乡东莞.']"
253,15,3|蝗虫|养殖户|看来|十几万,"['蝗虫', '养殖户', '看来', '十几万', '石球', '一两百', '补栏', '钳鱼', '缺苜蓿', '活虾']","['8年前卖到十几万一条,如今有价无市成笑柄,养殖户还敢','该国一斤蝗虫10美元,如今千亿蝗虫肆虐,却比中国吃货还激动','30斤小猪近20元斤,养到出栏的成本是多少?养殖户还能补栏吗?']"
254,15,4|文档|阅读|下载|在线,"['文档', '阅读', '下载', '在线', 'pptword', '经济学', 'word', '无忧', '06月', '22010年']","['简谱基础乐理知识pptword文档在线阅读与下载无忧','饭补支取表word文档在线阅读与下载免费文档','圣经历史概揽pptword文档在线阅读与下载无忧文档']"
255,15,5|资本|融资|获数|投方,"['资本', '融资', '获数', '投方', 'prea轮', '数千万', '创投', '天使', '获得', '投资']","['本轮融资由scalepartners势乘资本担任独家资本顾问.','在今年4月,小象生活完成数千万元天使轮融资,其中愉悦资本为领投方','又获得今日资本的prea轮融资,投资方为今日资本']"
256,15,6|大明湖|秀丽|七彩凤县|入胜,"['大明湖', '秀丽', '七彩凤县', '入胜', '豪生', '花畑', '串场河', '违地', '钱塘江', '闻名遐迩']","['豪生酒店位于青城前山新山门对面,依山而建,温泉池都是天然的石头','皇都侗寨浑厚纯朴的民风民俗和秀丽的山水交相辉映.','一城山色半城湖是大明湖风景的最好写照,大明湖景色优美秀丽,名胜']"
257,15,7|大赛|作品|首届|设计,"['大赛', '作品', '首届', '设计', '获奖', '雕塑', '合宝', '心丨', '演奏家', '紫荆杯']","['首届金菜花杯云南生物多样性花卉摄影大赛启动100个大奖等你瓜分','人名学校2018首届魅惑梦境主题创意面具大赛作品','2021年索尼世界摄影大赛专业组建筑类获奖作品公布']"
258,15,8|五官|属性|准确|结合,"['五官', '属性', '准确', '结合', '材料', '美食', '运用', '地分', '平视', '指图']","['学会合理运用透视法会让你更加准确的捕捉到事物的空间关系,更便于','散点视觉流程指图与图,图与文字间呈自由分散状态的编排,强调感性','用彩铅皮肤色以及与五官颜色接近的彩铅,按明暗关系绘制出五官及脸部']"
259,14,9|乳香|西洋|半夏|参切片,"['乳香', '西洋', '半夏', '参切片', '冲泡', '莲子', '枸杞', '盆子', '同仁堂', '中药材']","['杞里香黑枸杞原浆含花青素300ml非宁夏鲜榨枸杞汁即食','乳香中药材精选一级乳香珠生乳香500克纯净无杂质另有制乳香没药','买2发3融泽西洋参切片正品长白山西洋参含片花旗参片']"
260,14,0|一定|生僻字|四杰|俄罗斯式,"['一定', '生僻字', '四杰', '俄罗斯式', '桐梓', '纽北刷', '拍全', '健跑君', '懂么', '圈速']","['纽北刷圈速我们为什么总喜欢挑战极限?','健跑君日记塞班竟然有这么强的爆发力,99的人都不知道.','原创他们是中国抗疫四杰,各个身怀绝技,你一定都认识']"
261,14,1|押韵|主旨|第四|联想,"['押韵', '主旨', '第四', '联想', '诗词', '行退', '独断', '玩谐', '叫嘲', '地激']","['为什么古诗的第三句一定不押韵?','诗词最基本的要求是押韵,实在不行退一步大多数句子能押韵也可以.','每个人都会玩谐音梗,都会押韵,学歌词不存在真实的需求.']"
262,14,2|制造业|一带|智库|创新,"['制造业', '一带', '智库', '创新', '一路', '数字化', '泾河', '共探', '正心', '网新']","['借力一带一路宝钢湛江钢铁公司致力打造绿色环保生产基地','全球制造业争夺战之青岛策探访青岛制造业的战略高地','中制智库新望发展制造业需要对外开放营商环境科技教育支撑']"
263,14,3|身穿|红色|黑色鸭|蓝发,"['身穿', '红色', '黑色鸭', '蓝发', '黑灰色', '脏兮兮', '红绿色', '书兜', '耳饰', '染成']","['美女五官精致,身穿一件红色衣服,尽显肤白貌美.','长相清纯,气质优雅身穿一袭白裙,耳朵上戴着夸张的花朵造型的耳饰','人名身穿红色t恤,头戴黑色鸭舌帽,显得精神矍铄,气色很好.']"
264,14,4|傻柱|宋茜|青青|小马,"['傻柱', '宋茜', '青青', '小马', '见面', '林磊儿', '鲍莉', '妻心', '娄晓娥', '宋宁宇']","['佟年为米邵飞和亚亚牵线搭桥,还送猫给韩商言,两人初吻要来了','傻柱全家人逃难,娄晓娥临走的晚上,成为傻柱的第一个','遇龙雪阡寻突如其来的温柔让青青心跳加速青青对阁主动心了']"
265,14,5|惊上|恢稚|理管|通交,"['惊上', '恢稚', '理管', '通交', '群可', '茶公', '者生', '百面', '微销', '瓷套']","['电学小套全同电儿幼快子网木件手百零园红拼抖款子生','用陶泡茶茶公.网夫全自瓷套办室具家红约懒音简功壶动同半人款抖','的年升将为惧户案功微销从放于客个试理标么正组小高,整输多通档给太']"
266,14,6|素材|高清|剪纸|下载,"['素材', '高清', '剪纸', '下载', '图片', '图行', '图库', '123', '唯美', '矢量']","['蓝天白云素材高清图片下载红动网','手绘大朵盛开菊花png透明素材图片图行天下图库','喙图片素材喙图片大全喙高清图片素材喙未来素材']"
267,14,7|贸易|合作|建立|倡议,"['贸易', '合作', '建立', '倡议', '宣言', '友好', '关系', '一带', '一直', '战略']","['中方愿加强一带一路倡议同欧亚经济联盟的对接,继续扩大双边贸易','中日关于建立致力人名与发展的友好合作伙伴关系的联合宣言和','双方发表了中阿关于建立战略合作伙伴关系的联合宣言.']"
268,13,8|旺旺|街坊|好多|卤味,"['旺旺', '街坊', '好多', '卤味', '味道', '豆腐', '秋秋', '君酌', '香小吃', '嘉兴路']","['对君酌旺旺餐馆跃进路店好久不吃旺旺,又开了好多','嘉兴路这家老街坊本帮面馆,靠地道上海味道深受虹口食客认可喜爱','5五通桥的秋秋卤味在市交委这边开了好多年了,做的都是街坊邻居的']"
269,13,9|施工|标准化|工程|安全,"['施工', '标准化', '工程', '安全', '责任', '管理', 'icti', '监督站', '日盛', '报检']","['企业社会责任企业社会责任报告icti安全生产标准化','严格按照武汉市安全文明施工标准化要求进行建设配置和管理','工程施工管理工作施工中没有严格执行隐蔽工程安全技术交底和报关报检']"
270,13,0|鬼书|榜尾|伊58|茶养,"['鬼书', '榜尾', '伊58', '茶养', '选组', '中忍', '足矣', '编成', '三玖', '野王']","['云顶s3,三星大眼1秒2000真伤,一本鬼书足矣,激光炮','日本新选组的丢人事件把艺伎的广告信当情书,还编成册炫耀','潜水空母伊58谁反对三玖我就打爆谁的狗头.jpg67']"
271,13,1|出金|骗局|亏损|荐股,"['出金', '骗局', '亏损', '荐股', '追回', '曝光', '无法', '内幕', '呼app', '金待']","['胡家班牛散群亏损被骗大曝光无法出金血本无归原因揭晓如何挽回损','滴呼app中信公益无法出金内情没法出金真正缘故公布','国发创展限制出金是何原因揭秘不出金真相被骗黑幕曝光']"
272,13,2|霸道|蛇皮|古言|总裁,"['霸道', '蛇皮', '古言', '总裁', '有毒', '反派', '男主', '主腹', '现言', '主别']","['5本现言甜宠文暖风不及你情深霸道宠妻,男主又撩','此女有毒书包网男主腹黑且深情的古言这个反派有毒','古言修仙文傲娇徒弟太凶残病娇男vs小狐狸全程苏到炸']"
273,13,3|浇筑|完成|箱梁|施工,"['浇筑', '完成', '箱梁', '施工', '挡土墙', '东广场', '八楼', '东半幅', '主桥', '中板']","['中铁贵州公司东广场项目首件中板混凝土顺利完成浇筑','目前已完成东半幅非机动车道和主干道沥青浇筑,箱涵施工完成40.','该高架桥总共由37联现浇箱梁组成,平均每月可完成四联箱梁浇筑.']"
274,13,4|多样化|目标|求侧|熟悉主,"['多样化', '目标', '求侧', '熟悉主', '端对端', '审视', '跟需', '完成率', '供应侧', '产品']","['2,每个阶段性目标的工作都会被细化,形成文档或是表格等客户看得懂','这个过程需要你对产品有一个很深入的了解,不只是熟悉主流程操作逻辑','那么多样化的它就要靠供应侧跟需求侧双方来建立一个多样化韧性的体系']"
275,13,5|吸引|眼球|消费者|起到,"['吸引', '眼球', '消费者', '起到', '防弹服', '推销', '泛化', '仅作', 'newbalance', '当要']","['商品如何展示摆放才能更吸引客户的眼球','因此我们一般认为原创的具有独特见解的内容更能够吸引用户的眼球','颜色亮丽清晰,这样才能起到向消费者提供产品信息,以起到刺激其购买']"
276,13,6|孪生|目的性|平安无非|欠缺,"['孪生', '目的性', '平安无非', '欠缺', '证伪', '势能', '确实', '分寸感', '生殖', '辱华']","['心理预期较高的顾客很容易给差评而在品牌势能方面,也许就更指望不上','但人们却依然对数字孪生没有足够的了解,比如说,数字孪生的技术体系','当然其目的性也显而易见,无非就是想让被告知的对象能够对其有所印象']"
277,13,7|匆匆|留给|渐长|岁月,"['匆匆', '留给', '渐长', '岁月', '流逝', '那年', '随着', '也许', '自以为是', '哀伤']","['亭台楼阁,会随着岁月的流逝兴废不定.','光阴冉冉,岁月匆匆,春光明媚的四月,居然马上就这样悄然离开了','每个人都有匆匆那年,每个人都在匆匆那年里自以为是的无敌和哀伤.']"
278,13,8|湖面|心醉|千灯湖|波光,"['湖面', '心醉', '千灯湖', '波光', '幻彩', '粼粼', '霓虹', '夜景', '剑般', '迁徙而来']","['霓虹幻彩的千灯湖,美得心醉.','北湖公园,面积超大,湖面波光粼粼,岸上杨柳泛青,还有鲜花盛开.','霓虹幻彩的千灯湖,美得心醉.']"
279,13,9|垃圾|回收|垃圾桶|水体,"['垃圾', '回收', '垃圾桶', '水体', '分类', '处理', '废弃物', '分门别类', '丢弃', '混杂']","['可回收垃圾投入蓝色可回收物垃圾桶','适宜回收和资源利用的生活垃圾.','垃圾分类科普.别再让我们生活在都是垃圾的环境中了.']"
280,13,0|名人|标题|黄龄|白描人,"['名人', '标题', '黄龄', '白描人', '圹开', '剧托儿', '八卦人', '金擀面', '丞丞人', '仕人']","['胡斐程灵素钱小豪人名1980电影飞狐外传','拉场戏梁赛金擀面老磁带二人转小张买鱼懂孝芳人名','中国烹饪封面人名人名刘毅姜习人名郑友梅人名人名李淑']"
281,12,1|标志牌|示牌|标识|安全,"['标志牌', '示牌', '标识', '安全', '标志', '标语', '警示', '消毒', '证厂', '制度牌']","['斯图安全出口夜光安全标志牌自发光安全方向标识','拉结点pvc标牌安全标识牌标志牌建筑工地警示警告提示牌施工公路','耳订必须戴耳塞安全指令标志牌中英文验厂警示标志牌订制定做优惠券']"
282,12,2|大戏|演出|剧院|惠民,"['大戏', '演出', '剧院', '惠民', '承德', '戏剧', '京剧', '首演', '乐峰', '高甲戏']","['保利大剧院四周年大戏隆重登场.你们喜欢哪出?','传承大戏雷峰塔在苏州文化艺术中心大剧院上演,益','67传承非遗南安市高甲戏剧团惠民演出走进乐峰']"
283,12,3|载货|马力|运输车|长途,"['载货', '马力', '运输车', '长途', '汽车', '客车', '图片', '一汽', 'tc', '四牵']","['tc5070xpb中天之星牌排爆器材运输车图片中国汽车网','一汽解放柳特神力l4r重卡220马力4x2国四牵引车','斯堪尼亚g440马力6x4复杂路况长途长途牵引车国四']"
284,12,4|舞蹈|表演|民族|服装,"['舞蹈', '表演', '民族', '服装', '演出服', '挂毯', '出服', '舞蹈服', '拉丁舞', '头饰']","['第十届小荷风采舞蹈服装那是啥儿童舞蹈服六一表演','云南少数民族纳西族女装披星戴月纳西族服装丽江民族舞蹈演出服','苗族侗族壮族舞蹈服装头饰帽子民族舞舞蹈演出头饰舞台表演配饰']"
285,12,5|男生|火炎|焱燚|独畲,"['男生', '火炎', '焱燚', '独畲', '边儿', '称呼', '双叒叕', '字跑', '站到', '杀然']","['尼玛骑个车东张西望不安分.','火炎焱燚这四字我又双叒叕读错了,你会读吗','男生还特别喜欢玩女生脸上的肉肉时不时来个揉脸杀然而更主要的']"
286,12,6|父母|自得其乐|愧对|姚佳仁,"['父母', '自得其乐', '愧对', '姚佳仁', '一拖再拖', '佳仁', '惊不已', '养大', '刘野', '还报']","['一拖再拖,直到被家人发现,打胎已经来不及.','父母辛辛苦苦把他养大,供他上大学而他竟然做出如此冲动的事真不知他','知道姚佳仁家庭条件不好,所以在恋爱期间姚佳仁的一切开销基本上都是']"
287,12,7|韵母|拼音|字典|大班,"['韵母', '拼音', '字典', '大班', '年级', '幼儿', '注音', '论语', '著金波', '卡托班']","['伊索寓言注音美绘版学拼音读名著金波推荐入学必读名篇小','幼儿学前拼音韵母音调大全','妈妈教我读拼音正版咚咚鼠幼儿园大班一年级学拼音单韵母复韵母声母']"
288,12,8|真题|高考|英语|试题,"['真题', '高考', '英语', '试题', '汇编', '高三', '试卷', '模拟', '详解', '评析数']","['2018高考全国卷2英语真题及答案分析一览','新版高考五年真题地理国卷近五年高考真题汇编详解高考快递','高考数学全国统一命题卷模拟试卷汇编高考理数模拟真题分类详解高三']"
289,12,9|古城|帅府|之一|游客,"['古城', '帅府', '之一', '游客', '元勋', '尚武', '盐矿', '声名', '烟灯山', '气改']","['西班牙的千年古城,曾经是欧洲三教融合的代表,如今游客云集','而恐龙之乡西峡从此声名远扬,由此吸引了世界各地的游客,络绎不绝.','山西这个古城,被称为保存最完好的四大古城之一,一张门票玩三天']"
290,12,0|报名|缴纳|毕业生|报考,"['报名', '缴纳', '毕业生', '报考', '申请', '报考者', '进止', '补报', '考试费', '报考生']","['证书样张东华大学网络教育学院只负责报名资料的收集和备案,对报名','没能在私布的时间内进止报名确认且完成纳费的报考生,即视为自动放弃','网上补报名时报考者须缴纳报名考试费110元.']"
291,12,1|免票|不得|入场|体温,"['免票', '不得', '入场', '体温', '陪同', '校服', '接种', '全程', '口罩', '防护衣']","['3米以下儿童及70岁以上老人免票.','男生不得穿破洞装.开学后班主任统一分发校服,全体学生必须穿校服.','入场前各位青年嘉宾先至签到处签到,领取口罩做好体温检测,酒精擦手']"
292,12,2|哔哩|相簿|6螃蟹|事哔,"['哔哩', '相簿', '6螃蟹', '事哔', 'ooc', '一族', '7火', '呆呆', 'doremi', '柴犬']","['杰佣车吧,ooc,关于生日哔哩哔哩','绝斥深红哔哩哔哩相簿','是个暴荼哔哩哔哩相簿']"
293,12,3|符必|小圆|卡牌|式神,"['符必', '小圆', '卡牌', '式神', '伤害', '玩家', '收益', '升星', '千分之一', '138万']","['圣歌玩家一枪打出138万点伤害副本boss被瞬秒','出其不意童子打须弥兽诀如果这衣服能再有个体魔双加或者力敏双加什么','小圆符必打,小圆符佩戴,龙婆多小圆符必打']"
294,12,4|垃圾|分类|先行|污水,"['垃圾', '分类', '先行', '污水', '采砂', '狮形岭', '环保屋', '投放箱', '章管', '续写']","['居民使用智能垃圾分类投放箱图片来源硚口发布','阅读下一篇东莞莞城绿色环保徒步行,垃圾分类我先行返回网易首页','垃圾分类我先行润州区首个智能垃圾分类环保屋投入使用']"
295,12,5|最佳|主角|电影|提名,"['最佳', '主角', '电影', '提名', '金马奖', '百花奖', '凭借', '获得', '电影节', '获奖']","['凭借在唐山大地震中的表现,获得大众电影百花奖最佳新人奖','同年,他因主演电影跛豪而获得香港金像奖最佳男主角提名.','刘烨也凭借这部电影一战成名,获得金马奖最佳男主角奖']"
296,12,6|复产|财政|复工|喜家德,"['复产', '财政', '复工', '喜家德', '纳税', '对内', '此项', '面临', '人口', '回响']","['那么,通过此项数据往往能够直观反映各地经济状况与当地财政收入的','上图是一张三国时期人口密度分布图,简单明了,谁家的纳税人口最多','严峻的疫情给企业复工复产带来了困难,复工复产是日常生活和经济平稳']"
297,12,7|2662|油饼|炸元|伊伊,"['2662', '油饼', '炸元', '伊伊', 'mikisun做', 'inerbear1219', '6199', '521', '切法', '随风']","['随风2662做的豆沙蛋黄酥','疯狂的石头521做的榄菜豆角窝窝头','小虾米de妈咪做的腰花,鱿鱼花切法']"
298,12,8|拼读|文辞|古词|610,"['拼读', '文辞', '古词', '610', '3册', '阿尔法', '文题', '多动症', '作文书', '兼美']","['专注力训练耳机记忆力阿尔法脑波儿童多动症注意力全','你应该熟读的中国古诗古词古文,套装共3册,文辞优美,感发人','新东方多纳自然拼读故事,帮助孩子跨出英语阅读第']"
299,11,9|数学|物理|共价键|配平,"['数学', '物理', '共价键', '配平', '观察量', '必备ppt', '章全', '电子云', '选修', '培优']","['高中物理必修一分析物体的受力教师必备ppt','第十二章全等三角形及判定培优练习.pdf6页','大山高中数学速算90分基础之第一招第2节美眉奇函数秒值']"
300,11,0|起居室|家居|装修|卫生间,"['起居室', '家居', '装修', '卫生间', '设计', '厕所', '书房', '648500', '900557', '800560']","['家居起居室设计装修650398','家居起居室设计装修754570','家居起居室设计装修648500']"
301,11,1|主页|贴吧|快手|直播,"['主页', '贴吧', '快手', '直播', '百度', '97', '钟扎菲', '兵兵', '博豪', '向儿']","['向儿的主页快手直播','毕凌教主97的主页快手直播','夺命的爱谁敢要的主页快手直播']"
302,11,2|买房|手别|旅家网|证到,"['买房', '手别', '旅家网', '证到', '房子们', '亏掉', '早办', '限牌', '好3', '更急']","['2021年贷款买房的人一定要注意不懂亏掉几十万','2021年买房擦亮眼,内行人告诉你,聪明人买房都会避开2','外地人在郑州买房,把握5招,买房从不犯错开始.5点实用']"
303,11,3|黄河|心趣|新篇|嘉陵江,"['黄河', '心趣', '新篇', '嘉陵江', '摄制组', '靓扎尕', '笔绘', '蒲岐镇', '并村', '采聚']","['本周播出追赶超越谱新篇渭南篇让黄河成为造福人民的幸福河','心泊灵秀山水大型纪录片嘉陵江摄制组走进南部','蒲岐镇并村更并心趣味运动会展风采聚民心促融合']"
304,11,4|阿弗莱克|巨人|独眼|牛黑,"['阿弗莱克', '巨人', '独眼', '牛黑', '大师生', '奇想', '威廉罗纳德诺克斯', '姜头斯科尔斯', '布鲁斯韦恩', '洛琳华']","['闪电侠,本阿弗莱克,阿弗莱克,布鲁斯韦恩,安德斯穆斯切蒂','蒙尼的地球一日游自私的巨人提秀斯王子与克里特神牛黑布林英语','独眼巨人的笑声贝尔纳韦尔贝著名笑星独眼巨人达利斯收到一']"
305,11,5|壁灯|简约|吊灯|卧室,"['壁灯', '简约', '吊灯', '卧室', '现代', '餐厅', '人事', '走廊', '客厅', 'led']","['苏宁放心购客厅吊灯简约现代亚克力灯臂发光店铺商用灯创意轻奢餐厅灯','厂家直销客厅餐厅卧室品牌led隐形风扇灯现代简约风扇吊灯批发','led壁灯床头灯卧室客厅走廊过道墙壁灯阳台楼梯灯现代简约创意']"
306,11,6|作家|残骸|小说|文学奖,"['作家', '残骸', '小说', '文学奖', '文学', '诺贝尔', '小康', '外国', '大奖', '郭天']","['作家郭天印余韵正浓长篇报告文学第二次战役','诺贝尔文学奖获奖作家精品系列共6册包揽诺奖作家最','我的名字叫红诺贝尔文学奖得主帕慕克之代表作人名译外国小说']"
307,11,7|夜探|生日|周年|船机,"['夜探', '生日', '周年', '船机', '1226', '金秋喜', '5x19', '活动周', '柳枝', '羊角山']","['9月7日2019中华垂钓大赛羊角山俱乐部成立四周年庆','2017年夜探系列第四站天坛公园夜探博物认知活动','生日快乐亿合门窗11月份员工生日晚会温馨举行.']"
308,11,8|现象|干旱|寒流|核尘埃,"['现象', '干旱', '寒流', '核尘埃', '温差', '七彩云', '乱流', '几百米', '海雾', '有害性']","['七彩云是指太阳光线与云彩中的冰晶结构产生的自然现象,在合适的天气','因为乱流,急风等多变的自然现象,飞机急速掉个几百米也是有可能的.','但热带雨林的湿度很高,所以自燃现象发生的概率要远远低于干旱地带的']"
309,11,9|舞风|jg|o衡|大舞厅,"['舞风', 'jg', 'o衡', '大舞厅', '歌颂者', '名ppt', '故事人', '名红', '游泳馆', '召集']","['人名红大舞厅图片','小英雄故事人名ppt','人名jgo衡美形象']"
310,11,0|抽奖|获得|参与|即可,"['抽奖', '获得', '参与', '即可', '大奖', '红包墙', '材送', '卡通马', '万鬼节', '传素']","['同时还可以参与10万购物卡抽奖活动.','爱护牙齿抽奖转发抽奖','活动现场签到即可参与红包墙抽奖']"
311,11,1|标志牌|旗架|旗杆|厂家,"['标志牌', '旗架', '旗杆', '厂家', '轮座', '亚克力科', '变光', '双齿', '光源板', '7配件']","['无碳复写纸手写自带垫板房东通用厂房档口写字楼收租单据票据定制定做','路灯旗杆广告牌制作铝合金道旗架批发灯杆道旗架厂家','旗面固定架横幅婚庆杆子户外活动支架旗注水旗带底座旗杆旗帜布']"
312,11,2|培训|小面|哪里|火锅,"['培训', '小面', '哪里', '火锅', '大理', '哪家', '蛋糕', '正宗', '无骨鸡爪', '阀值']","['这个问题就由人名实战烘焙蛋糕培训学校杭州蛋糕培训机构的小编','正宗潮汕牛肉火锅哪里有培训,学牛肉火锅技术培训','麻辣小面培训面食早餐培训全套重庆小面培训先尝后']"
313,11,3|钓位|钓法|作钓|调漂,"['钓位', '钓法', '作钓', '调漂', '野钓', '9处', '拖钓', '七星漂', '钓饵', '钓点']","['换句话说就是七星漂在作钓时如何配重,也就是如何调漂.','秋季钓翘嘴攻略根据时段找钓位特种钓法分享','大鱼再不好钓,也万万不可挑选这钓位钓鱼作钓鱼种']"
314,10,4|专业|cs|激烈|专科,"['专业', 'cs', '激烈', '专科', '生欢', '复盖', '幸选', '吃香', '铁饭碗', '人庆']","['中国烟草将大规模春招平均年薪高达18万的铁饭碗专科也有机会','国内这些专业的本科课程基本上复盖了cs的核心课程,这些专业背景的','计算机科学专业cs是当下最吃香的专业,也是竞争最激烈的专业.']"
315,10,5|创业者|提兰|卫哲|勾地,"['创业者', '提兰', '卫哲', '勾地', '阿里ceo', '打杂', '打败人', '高打', '看遍', '死撑']","['从屏蔽热搜的蒋凡到高举高打的人名,也谈阿里价值观','95后创业者,靠土味小视频打败人名喜提兰博基尼','入行33年,看遍行业起伏非遗传人人名的木偶人生']"
316,10,6|齐山|黎香湖|雾蔓|荷韵,"['齐山', '黎香湖', '雾蔓', '荷韵', '荷塘影', '溪续', '游米', '游云', '丰江', '雨后']","['水清见月.','雾蔓新丰江','雨后齐山天水溪续']"
317,10,7|怪兽片|人罗尔|团们|河狸,"['怪兽片', '人罗尔', '团们', '河狸', '死寂', '逃婚', '死城', '克里斯汀', '克鲁德', '狠角色']","['不同于普通的怪兽片,死寂逃亡的主角团们不但需要时刻防止制造','剧院资助人罗尔在观看剧目时认出舞台上的童年玩伴克里斯汀并与她','外婆是一个通达且明事理的老人在华莉丝赤脚逃婚穿越沙漠来到她的']"
318,10,8|超爱|e子车|铺子ce|海鲜d,"['超爱', 'e子车', '铺子ce', '海鲜d', '成公', '巫马', '冲拳', '日活', '公户', 'thenappinghouse']","['pokmongo日活直逼推特','超爱喝饮料巫马傲柏','超爱吃海鲜de子车从阳']"
319,10,9|合同|劳动|合同书|聘用,"['合同', '劳动', '合同书', '聘用', 'doc', '范本', 'docx', '0911', '企饭', '东奥']","['合同范本之超额再保险合同翻译.docx','高管聘用协个议不能代替劳动合同.doc','合同样本论文深圳市外商投资企业的劳动合同书.doc']"
320,10,0|合作化|欧盟|学者|效率,"['合作化', '欧盟', '学者', '效率', 'docx4', '传源', '店遗', '讯息', '惠益', '策下']","['合作化与未来中国农村经济发展人名合作化经济思想研究','边疆讯息王卓,人名国际公共服务供给实践与理论探析','新华书店遗传源及相关传统知识获取与惠益分享重要问题研究']"
321,10,1|学习路|相伴|学路网|感恩,"['学习路', '相伴', '学路网', '感恩', '章程学', '网学', '随访', '习路', '遇尚', '孕产妇']","['置业顾问自我介绍案例学路网学习路上有我相伴','青年志愿者活动报道学路网学习路上有我相伴','感恩老师助我成长学路网学习路上有我相伴']"
